"Time Interval","Reserve Type","Type of Product","Source","Up price","Down Price","Currency","Price type"
"02.11.2023 21:00 - 02.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.99","50","EUR","MARGINAL"
"02.11.2023 22:00 - 02.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.21","47","EUR","MARGINAL"
"02.11.2023 23:00 - 03.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55.27","45","EUR","MARGINAL"
"03.11.2023 00:00 - 03.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"44.67","44.67","EUR","MARGINAL"
"03.11.2023 01:00 - 03.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"22.09","22.09","EUR","MARGINAL"
"03.11.2023 02:00 - 03.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","6.7","EUR","MARGINAL"
"03.11.2023 03:00 - 03.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","5.9","EUR","MARGINAL"
"03.11.2023 04:00 - 03.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","10.05","EUR","MARGINAL"
"03.11.2023 05:00 - 03.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"47","35.96","EUR","MARGINAL"
"03.11.2023 06:00 - 03.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"53.57","53.57","EUR","MARGINAL"
"03.11.2023 07:00 - 03.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.3","61.3","EUR","MARGINAL"
"03.11.2023 08:00 - 03.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63","63","EUR","MARGINAL"
"03.11.2023 09:00 - 03.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62.52","62.52","EUR","MARGINAL"
"03.11.2023 10:00 - 03.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62.37","62.37","EUR","MARGINAL"
"03.11.2023 11:00 - 03.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.27","61.27","EUR","MARGINAL"
"03.11.2023 12:00 - 03.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65","59.76","EUR","MARGINAL"
"03.11.2023 13:00 - 03.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","58.82","EUR","MARGINAL"
"03.11.2023 14:00 - 03.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.5","59.65","EUR","MARGINAL"
"03.11.2023 15:00 - 03.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65","59.14","EUR","MARGINAL"
"03.11.2023 16:00 - 03.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"70","60.64","EUR","MARGINAL"
"03.11.2023 17:00 - 03.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.5","60.32","EUR","MARGINAL"
"03.11.2023 18:00 - 03.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"73","60.86","EUR","MARGINAL"
"03.11.2023 19:00 - 03.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.5","59.82","EUR","MARGINAL"
"03.11.2023 20:00 - 03.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63","57.69","EUR","MARGINAL"
"03.11.2023 21:00 - 03.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63","53.13","EUR","MARGINAL"
"03.11.2023 22:00 - 03.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","45.53","EUR","MARGINAL"
"03.11.2023 23:00 - 04.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"36.82","36.82","EUR","MARGINAL"
"04.11.2023 00:00 - 04.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45.72","45.72","EUR","MARGINAL"
"04.11.2023 01:00 - 04.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"33.12","33.12","EUR","MARGINAL"
"04.11.2023 02:00 - 04.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55","30.99","EUR","MARGINAL"
"04.11.2023 03:00 - 04.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55","22.74","EUR","MARGINAL"
"04.11.2023 04:00 - 04.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55","19.83","EUR","MARGINAL"
"04.11.2023 05:00 - 04.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"35","15.91","EUR","MARGINAL"
"04.11.2023 06:00 - 04.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"35","16.67","EUR","MARGINAL"
"04.11.2023 07:00 - 04.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","26.96","EUR","MARGINAL"
"04.11.2023 08:00 - 04.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"34.94","34.94","EUR","MARGINAL"
"04.11.2023 09:00 - 04.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","40.64","EUR","MARGINAL"
"04.11.2023 10:00 - 04.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","41.59","EUR","MARGINAL"
"04.11.2023 11:00 - 04.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45","42.56","EUR","MARGINAL"
"04.11.2023 12:00 - 04.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"41.5","41.5","EUR","MARGINAL"
"04.11.2023 13:00 - 04.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"47","42.23","EUR","MARGINAL"
"04.11.2023 14:00 - 04.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"50.5","42.98","EUR","MARGINAL"
"04.11.2023 15:00 - 04.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"47","44.1","EUR","MARGINAL"
"04.11.2023 16:00 - 04.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","45.57","EUR","MARGINAL"
"04.11.2023 17:00 - 04.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","50.32","EUR","MARGINAL"
"04.11.2023 18:00 - 04.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"62","48.51","EUR","MARGINAL"
"04.11.2023 19:00 - 04.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63","47.18","EUR","MARGINAL"
"04.11.2023 20:00 - 04.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61","43.13","EUR","MARGINAL"
"04.11.2023 21:00 - 04.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63","41.13","EUR","MARGINAL"
"04.11.2023 22:00 - 04.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63","36.22","EUR","MARGINAL"
"04.11.2023 23:00 - 05.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60","34.9","EUR","MARGINAL"
"05.11.2023 00:00 - 05.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61","40.17","EUR","MARGINAL"
"05.11.2023 01:00 - 05.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55","39.53","EUR","MARGINAL"
"05.11.2023 02:00 - 05.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55","36.48","EUR","MARGINAL"
"05.11.2023 03:00 - 05.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"56","34.92","EUR","MARGINAL"
"05.11.2023 04:00 - 05.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55","33.41","EUR","MARGINAL"
"05.11.2023 05:00 - 05.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55","34.91","EUR","MARGINAL"
"05.11.2023 06:00 - 05.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"51","36.46","EUR","MARGINAL"
"05.11.2023 07:00 - 05.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"49","45.75","EUR","MARGINAL"
"05.11.2023 08:00 - 05.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"50.09","50.09","EUR","MARGINAL"
"05.11.2023 09:00 - 05.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"48.13","48.13","EUR","MARGINAL"
"05.11.2023 10:00 - 05.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"48.99","48.99","EUR","MARGINAL"
"05.11.2023 11:00 - 05.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"49.91","49.91","EUR","MARGINAL"
"05.11.2023 12:00 - 05.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"45.96","45.96","EUR","MARGINAL"
"05.11.2023 13:00 - 05.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"46.58","46.58","EUR","MARGINAL"
"05.11.2023 14:00 - 05.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"47.51","47.51","EUR","MARGINAL"
"05.11.2023 15:00 - 05.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"56.23","40.044","EUR","MARGINAL"
"05.11.2023 16:00 - 05.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63.09","53","EUR","MARGINAL"
"05.11.2023 17:00 - 05.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.21","58.5","EUR","MARGINAL"
"05.11.2023 18:00 - 05.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.94","67.94","EUR","MARGINAL"
"05.11.2023 19:00 - 05.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.73","60.73","EUR","MARGINAL"
"05.11.2023 20:00 - 05.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"53.26","53.26","EUR","MARGINAL"
"05.11.2023 21:00 - 05.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"53.09","53.09","EUR","MARGINAL"
"05.11.2023 22:00 - 05.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"55","51.6","EUR","MARGINAL"
"05.11.2023 23:00 - 06.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"56","47.26","EUR","MARGINAL"
"06.11.2023 00:00 - 06.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"59","48.65","EUR","MARGINAL"
"06.11.2023 01:00 - 06.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"48.5","43.42","EUR","MARGINAL"
"06.11.2023 02:00 - 06.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"47.5","43.21","EUR","MARGINAL"
"06.11.2023 03:00 - 06.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"47.5","43.53","EUR","MARGINAL"
"06.11.2023 04:00 - 06.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"47.5","44.18","EUR","MARGINAL"
"06.11.2023 05:00 - 06.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"52.96","52.96","EUR","MARGINAL"
"06.11.2023 06:00 - 06.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"60.17","60.17","EUR","MARGINAL"
"06.11.2023 07:00 - 06.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.5","69.5","EUR","MARGINAL"
"06.11.2023 08:00 - 06.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.1","83.1","EUR","MARGINAL"
"06.11.2023 09:00 - 06.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.84","60","EUR","MARGINAL"
"06.11.2023 10:00 - 06.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"61.94","47","EUR","MARGINAL"
"06.11.2023 11:00 - 06.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"58.22","47","EUR","MARGINAL"
"06.11.2023 12:00 - 06.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"59.91","48","EUR","MARGINAL"
"06.11.2023 13:00 - 06.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.98","60","EUR","MARGINAL"
"06.11.2023 14:00 - 06.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.8","69","EUR","MARGINAL"
"06.11.2023 15:00 - 06.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90.49","69","EUR","MARGINAL"
"06.11.2023 16:00 - 06.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"108.92","71.5","EUR","MARGINAL"
"06.11.2023 17:00 - 06.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"133.68","93.799","EUR","MARGINAL"
"06.11.2023 18:00 - 06.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"146.26","100","EUR","MARGINAL"
"06.11.2023 19:00 - 06.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95.48","64.5","EUR","MARGINAL"
"06.11.2023 20:00 - 06.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"78.47","61.5","EUR","MARGINAL"
"06.11.2023 21:00 - 06.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"74.94","61","EUR","MARGINAL"
"06.11.2023 22:00 - 06.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"74.45","58","EUR","MARGINAL"
"06.11.2023 23:00 - 07.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.84","58","EUR","MARGINAL"
"07.11.2023 00:00 - 07.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"76.61","63","EUR","MARGINAL"
"07.11.2023 01:00 - 07.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"73.93","62","EUR","MARGINAL"
"07.11.2023 02:00 - 07.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"68.9","63","EUR","MARGINAL"
"07.11.2023 03:00 - 07.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.35","63","EUR","MARGINAL"
"07.11.2023 04:00 - 07.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"69.07","60","EUR","MARGINAL"
"07.11.2023 05:00 - 07.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.77","60","EUR","MARGINAL"
"07.11.2023 06:00 - 07.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.64","63.5","EUR","MARGINAL"
"07.11.2023 07:00 - 07.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"128.68","74","EUR","MARGINAL"
"07.11.2023 08:00 - 07.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"131.57","72","EUR","MARGINAL"
"07.11.2023 09:00 - 07.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.27","72","EUR","MARGINAL"
"07.11.2023 10:00 - 07.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.36","72","EUR","MARGINAL"
"07.11.2023 11:00 - 07.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"86.18","72","EUR","MARGINAL"
"07.11.2023 12:00 - 07.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.54","72","EUR","MARGINAL"
"07.11.2023 13:00 - 07.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.91","72","EUR","MARGINAL"
"07.11.2023 14:00 - 07.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94.47","67.5","EUR","MARGINAL"
"07.11.2023 15:00 - 07.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99.01","67.5","EUR","MARGINAL"
"07.11.2023 16:00 - 07.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"109.62","74","EUR","MARGINAL"
"07.11.2023 17:00 - 07.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"133.37","132.87","EUR","MARGINAL"
"07.11.2023 18:00 - 07.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"145","86","EUR","MARGINAL"
"07.11.2023 19:00 - 07.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.22","73","EUR","MARGINAL"
"07.11.2023 20:00 - 07.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"84.79","73","EUR","MARGINAL"
"07.11.2023 21:00 - 07.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80.86","80.86","EUR","MARGINAL"
"07.11.2023 22:00 - 07.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"78.11","78.11","EUR","MARGINAL"
"07.11.2023 23:00 - 08.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.02","72.02","EUR","MARGINAL"
"08.11.2023 00:00 - 08.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"70.6","70.6","EUR","MARGINAL"
"08.11.2023 01:00 - 08.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.07","72.07","EUR","MARGINAL"
"08.11.2023 02:00 - 08.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.26","67.26","EUR","MARGINAL"
"08.11.2023 03:00 - 08.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"63.83","63.83","EUR","MARGINAL"
"08.11.2023 04:00 - 08.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65.3","65.3","EUR","MARGINAL"
"08.11.2023 05:00 - 08.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.07","60.5","EUR","MARGINAL"
"08.11.2023 06:00 - 08.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"75.15","70","EUR","MARGINAL"
"08.11.2023 07:00 - 08.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.93","85.93","EUR","MARGINAL"
"08.11.2023 08:00 - 08.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"101.87","101.87","EUR","MARGINAL"
"08.11.2023 09:00 - 08.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90.73","90.73","EUR","MARGINAL"
"08.11.2023 10:00 - 08.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"86","82.73","EUR","MARGINAL"
"08.11.2023 11:00 - 08.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"81.2","78.85","EUR","MARGINAL"
"08.11.2023 12:00 - 08.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.5","75.71","EUR","MARGINAL"
"08.11.2023 13:00 - 08.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"76.08","66","EUR","MARGINAL"
"08.11.2023 14:00 - 08.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"87","78","EUR","MARGINAL"
"08.11.2023 15:00 - 08.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112","80.48","EUR","MARGINAL"
"08.11.2023 16:00 - 08.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"112","82.77","EUR","MARGINAL"
"08.11.2023 17:00 - 08.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","84.99","EUR","MARGINAL"
"08.11.2023 18:00 - 08.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"88.51","78.51","EUR","MARGINAL"
"08.11.2023 19:00 - 08.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85","72.63","EUR","MARGINAL"
"08.11.2023 20:00 - 08.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80","67.98","EUR","MARGINAL"
"08.11.2023 21:00 - 08.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"77.5","63.96","EUR","MARGINAL"
"08.11.2023 22:00 - 08.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79","62.75","EUR","MARGINAL"
"08.11.2023 23:00 - 09.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65","63.27","EUR","MARGINAL"
"09.11.2023 00:00 - 09.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"64.48","64.48","EUR","MARGINAL"
"09.11.2023 01:00 - 09.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.21","66.21","EUR","MARGINAL"
"09.11.2023 02:00 - 09.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"67.87","67.87","EUR","MARGINAL"
"09.11.2023 03:00 - 09.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"70.78","70.78","EUR","MARGINAL"
"09.11.2023 04:00 - 09.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"73.76","73.76","EUR","MARGINAL"
"09.11.2023 05:00 - 09.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"79.4","72","EUR","MARGINAL"
"09.11.2023 06:00 - 09.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.92","83.92","EUR","MARGINAL"
"09.11.2023 07:00 - 09.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90.38","90.38","EUR","MARGINAL"
"09.11.2023 08:00 - 09.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"117.47","117.47","EUR","MARGINAL"
"09.11.2023 09:00 - 09.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"106.29","80","EUR","MARGINAL"
"09.11.2023 10:00 - 09.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"96.88","83","EUR","MARGINAL"
"09.11.2023 11:00 - 09.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91.87","77","EUR","MARGINAL"
"09.11.2023 12:00 - 09.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"87.55","79","EUR","MARGINAL"
"09.11.2023 13:00 - 09.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"89.46","89.46","EUR","MARGINAL"
"09.11.2023 14:00 - 09.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"97.39","97.39","EUR","MARGINAL"
"09.11.2023 15:00 - 09.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"89.83","89.83","EUR","MARGINAL"
"09.11.2023 16:00 - 09.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"94","92.01","EUR","MARGINAL"
"09.11.2023 17:00 - 09.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"130","94.4","EUR","MARGINAL"
"09.11.2023 18:00 - 09.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"110","93.42","EUR","MARGINAL"
"09.11.2023 19:00 - 09.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98","84.79","EUR","MARGINAL"
"09.11.2023 20:00 - 09.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"92","80.84","EUR","MARGINAL"
"09.11.2023 21:00 - 09.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"91","77.57","EUR","MARGINAL"
"09.11.2023 22:00 - 09.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"84.5","76.58","EUR","MARGINAL"
"09.11.2023 23:00 - 10.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"72.21","72.21","EUR","MARGINAL"
"10.11.2023 00:00 - 10.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.2","66.2","EUR","MARGINAL"
"10.11.2023 01:00 - 10.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"65","61.64","EUR","MARGINAL"
"10.11.2023 02:00 - 10.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"57.9","55.46","EUR","MARGINAL"
"10.11.2023 03:00 - 10.11.2023 04:00 (CET/CEST)",mFRR,Not Specified,Not specified,"57.9","50.01","EUR","MARGINAL"
"10.11.2023 04:00 - 10.11.2023 05:00 (CET/CEST)",mFRR,Not Specified,Not specified,"57.55","57.55","EUR","MARGINAL"
"10.11.2023 05:00 - 10.11.2023 06:00 (CET/CEST)",mFRR,Not Specified,Not specified,"66.04","66.04","EUR","MARGINAL"
"10.11.2023 06:00 - 10.11.2023 07:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82","73.55","EUR","MARGINAL"
"10.11.2023 07:00 - 10.11.2023 08:00 (CET/CEST)",mFRR,Not Specified,Not specified,"89","78.92","EUR","MARGINAL"
"10.11.2023 08:00 - 10.11.2023 09:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","81.64","EUR","MARGINAL"
"10.11.2023 09:00 - 10.11.2023 10:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","80.17","EUR","MARGINAL"
"10.11.2023 10:00 - 10.11.2023 11:00 (CET/CEST)",mFRR,Not Specified,Not specified,"95","79.06","EUR","MARGINAL"
"10.11.2023 11:00 - 10.11.2023 12:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","78.02","EUR","MARGINAL"
"10.11.2023 12:00 - 10.11.2023 13:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","77.17","EUR","MARGINAL"
"10.11.2023 13:00 - 10.11.2023 14:00 (CET/CEST)",mFRR,Not Specified,Not specified,"90","78.08","EUR","MARGINAL"
"10.11.2023 14:00 - 10.11.2023 15:00 (CET/CEST)",mFRR,Not Specified,Not specified,"99","82.96","EUR","MARGINAL"
"10.11.2023 15:00 - 10.11.2023 16:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.5","88.01","EUR","MARGINAL"
"10.11.2023 16:00 - 10.11.2023 17:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98.5","87.88","EUR","MARGINAL"
"10.11.2023 17:00 - 10.11.2023 18:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100","87.88","EUR","MARGINAL"
"10.11.2023 18:00 - 10.11.2023 19:00 (CET/CEST)",mFRR,Not Specified,Not specified,"100","88.38","EUR","MARGINAL"
"10.11.2023 19:00 - 10.11.2023 20:00 (CET/CEST)",mFRR,Not Specified,Not specified,"98","87.24","EUR","MARGINAL"
"10.11.2023 20:00 - 10.11.2023 21:00 (CET/CEST)",mFRR,Not Specified,Not specified,"85.12","85.12","EUR","MARGINAL"
"10.11.2023 21:00 - 10.11.2023 22:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.97","83.97","EUR","MARGINAL"
"10.11.2023 22:00 - 10.11.2023 23:00 (CET/CEST)",mFRR,Not Specified,Not specified,"83.84","83.84","EUR","MARGINAL"
"10.11.2023 23:00 - 11.11.2023 00:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82.73","82.73","EUR","MARGINAL"
"11.11.2023 00:00 - 11.11.2023 01:00 (CET/CEST)",mFRR,Not Specified,Not specified,"82.16","82.16","EUR","MARGINAL"
"11.11.2023 01:00 - 11.11.2023 02:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80.7","80.7","EUR","MARGINAL"
"11.11.2023 02:00 - 11.11.2023 03:00 (CET/CEST)",mFRR,Not Specified,Not specified,"80.35","80.35","EUR","MARGINAL"
